Name,Rating,Review Title,Review Date,Review Content
gary whitehead,5.0 out of 5 stars,This is good!,Reviewed in the United Kingdom on 9 November 2020,I've had the 1st generation fire stick for a few years now.It is slow even after factory reset.Upgraded to this and wow!Much much faster and impressedNot bothered about volume as have them on my remote.Alexa is great also.Upgrade to this
dc,5.0 out of 5 stars,Easy to use but needs stable USB supply.,Reviewed in the United Kingdom on 13 December 2020,"Make sure you have a good power supply. It does not like some USB ports like the ones on TVs. Apart from that, set up is straight forward and easy to use. Remote does not need line of sight to work so don't worry about where the dongle plugs in behind the TV."
Amazon Customer,5.0 out of 5 stars,Great buy!,Reviewed in the United Kingdom on 8 January 2021,Very happy with my fire stick! Signal strength is great for watching TV in my room which my Chromecast seems to struggle with and it does everything I want it to! Got it at the bargain price of £17.99 which made me even more happy with my purchase!
Amazondg,5.0 out of 5 stars,"Very good value for money, very fast.",Reviewed in the United Kingdom on 31 December 2020,"Just as good as the HD version. Using on a small screen for kids room and it is perfect. Just as fast as the HD version. Only difference is that is has the new menu layout which is fine. Not missing the tv volume controls  yet, but this may be a downside for someone."
Rich,5.0 out of 5 stars,Ideal addition to the home,Reviewed in the United Kingdom on 3 January 2021,"Bought as a gift but very impressed newer version than mine and it's noticeably quicker and navigation is a bit easier too.A great addition to any home that has multiple accounts Disney, Netflix, prime etc all in one place and can be moved from TV to TV 👍"
michael shannon,3.0 out of 5 stars,Fire Stick O.K.  !0.1 Pad Not O.K.,Reviewed in the United Kingdom on 19 December 2020,After the Fire stick I bought a 10.1 Pad and case. This is HOPELESS because I CANNOT enter my passwordto use it . There is no KEY PAD to enter my password !  There is NO telephone number anywhere to phonefor Customer Services ! PLEASE HELP !
Freddie,1.0 out of 5 stars,Stop update on working items,Reviewed in the United Kingdom on 23 December 2020,Do not buy.Had my new lite firestick for a month was ok until new software  update.Now useless. Why update something which was working fine.Fortunately I have an older firestick which is working fine.If they update this one it will be going  in the bin too and goodbye Amazon. When I purchased the lite one it was working fine you have NO RIGHT to change something that I own.
K C.,4.0 out of 5 stars,Works well and good picture but some annoying features.,Reviewed in the United Kingdom on 26 April 2021,"The unit is easy to set up and provides decent picture and sound. You may need to fiddle with the sound settings a bit though. The most annoying thing is that if you are watching a series (season) of TV shows, it often reverts to season 1 Episode 1 when you first switch on. Then you have to go through the whole lot to find the episode you want to watch. This only happens on one channel. Some shows start playing straight away before you have pressed play. That can be annoying too."
annmarie,5.0 out of 5 stars,great,Reviewed in the United Kingdom on 16 January 2021,never had one before but was easy to install plug in and get code from amazonjust got used to itand it updated now im trying to work out how it works againi like that i can use other apps oncool device
Wendy,5.0 out of 5 stars,Excellent,Reviewed in the United Kingdom on 20 December 2020,Bought as a gift. The first one to arrive was faulty but Amazon were extremely helpful and a replacement arrived the next day.Easily installed and the recipient of the gift is very happy with it. Easy to navigate around the various features. Great value for money.
MATHEUS CARMIGNANI SALVADOR,3.0 out of 5 stars,Awesome but lacks cell phone integration,Reviewed in the United Kingdom on 5 March 2021,"I had a Chrome Cast before and decided to get the Firestick. It is really awesome and it integrates all the best apps and services into one and it goes back and forth in between the services in a really seamless maner. But one thing my old Chrome Cast really crushes the Firestick is how well it integrated with my and anyone's cell phone. The Fire Stick doesn't mirror the screen, doesn't stream cell phone files, has few streaming options and overall way less freedom than the Chrome Cast I used to have. If I knew that beforehand I would've gone for the Chrome Cast again."
P.Preston,2.0 out of 5 stars,It's probably OK for Prime Subscribers,Reviewed in the United Kingdom on 2 February 2021,I didn't get on with it at all.The voice recognition didn't work very well.It had difficulty finding programs I wanted to watch.It's probably OK for Prime SubscribersI prefer to find what I want on my PC or tablet or phone then cast it to my TV via a ChromeStick
moira,5.0 out of 5 stars,"I connected the Fire Stick to the TV my self ,",Reviewed in the United Kingdom on 26 January 2021,"I connected the Fire Stick to the TV my self and it did not take long before I had it working ,The photo is off the TV ,The Fall I have been watching the past few days ,I have not had any problems the picture is really good ,I am 64yrs old and if I can set it up anyone can ,"
Lost,5.0 out of 5 stars,Exactly what I wanted,Reviewed in the United Kingdom on 27 November 2020,I’ve been using a PS4 for my netflix and prime video for ages now and decided to get one of these little things. Cannot fault it at all. I was a bit apprehensive that with it being the “lite” that I’d miss some features of the original fire stick but if you don’t mind using the tv remote for volume then you’re not gonna miss anything.
Rosie,5.0 out of 5 stars,AMAZING FIRESTICK,Reviewed in the United Kingdom on 5 January 2021,"AMAZING!! This devise is so good, it allows for Netflix, iplayer, Disney plus, amazon prime, itv player, YouTube etc! Very easy to use and the Alexa function is so handy, you can ask it to find any film and it will get all options up across the different services. This has transformed our old tv into a smart tv for a cheap price which is amazing. The picture is very high quality even for this cheaper version. 10/10 would defiantly recommend."
